Line,Route,Direction,Municipality,On Street,At Street,Time Point - Description,Stop ID/Stop Num
1,1,Outbound,NEWARK,MARKET ST. BUS LANE,RAYMOND PLAZA WEST,NEWARK - MARKET ST. BUS LANE at RAYMOND PLAZA WEST,18741
1,1,Outbound,NEWARK,MARKET ST,BROAD ST,NEWARK - MARKET ST at BROAD ST,18743
1,1,Inbound,NEWARK,SPRINGFIELD AVE,MARTIN LUTHER KING BLVD,NEWARK - SPRINGFIELD AVE at MARTIN LUTHER KING BLVD,19001
1,1,Outbound,NEWARK,SPRINGFIELD AVE,MARTIN LUTHER KING BLVD,NEWARK - SPRINGFIELD AVE at MARTIN LUTHER KING BLVD,19003
1,1,Inbound,NEWARK,SOUTH 20TH ST LOOP,16TH AVE,NEWARK - SOUTH 20TH ST LOOP at 16TH AVE,19161
1,1,Outbound,NEWARK,16TH AVE,SOUTH 18TH ST,NEWARK - 16TH AVE at SOUTH 18TH ST,19175
1,1,Outbound,NEWARK,18TH AVE,WEST END AVE,NEWARK - 18TH AVE at WEST END AVE,19201
1,1,Inbound,NEWARK,16TH AVE,SOUTH 18TH ST,NEWARK - 16TH AVE at SOUTH 18TH ST,30339
1,1,Inbound,NEWARK,16TH AVE,SOUTH 18TH ST,NEWARK - 16TH AVE at SOUTH 18TH ST,30339
2,2,Inbound,JERSEY CITY,JFK BLVD,VAN WINKLE AVE,JERSEY CITY - JFK BLVD at VAN WINKLE AVE,20820
2,2,Inbound,JERSEY CITY,JFK BLVD,BEACON AVE,JERSEY CITY - JFK BLVD at BEACON AVE,20822
2,2,Inbound,JERSEY CITY,JFK BLVD,SPRUCE ST,JERSEY CITY - JFK BLVD at SPRUCE ST,20823
2,2,Inbound,JERSEY CITY,JFK BLVD,CLIFF ST,JERSEY CITY - JFK BLVD at CLIFF ST,20824
2,2,Inbound,JERSEY CITY,JFK BLVD,MANHATTAN AVE,JERSEY CITY - JFK BLVD at MANHATTAN AVE,20826
2,2,Inbound,JERSEY CITY,JFK BLVD,HUTTON ST,JERSEY CITY - JFK BLVD at HUTTON ST,20827
2,2,Inbound,JERSEY CITY,JFK BLVD,LINCOLN ST,JERSEY CITY - JFK BLVD at LINCOLN ST,20828
2,2,Inbound,JERSEY CITY,JFK BLVD,THORNE ST,JERSEY CITY - JFK BLVD at THORNE ST,20829
2,2,Inbound,JERSEY CITY,JFK BLVD,BLEEKER ST,JERSEY CITY - JFK BLVD at BLEEKER ST,20830
2,2,Inbound,JERSEY CITY,JFK BLVD,CONGRESS ST,JERSEY CITY - JFK BLVD at CONGRESS ST,20831
2,2,Inbound,JERSEY CITY,JFK BLVD,NORTH ST,JERSEY CITY - JFK BLVD at NORTH ST,20832
2,2,Inbound,JERSEY CITY,JFK BLVD,NORTH ST,JERSEY CITY - JFK BLVD at NORTH ST,20832
2,2,Inbound,JERSEY CITY,JFK BLVD,POPLAR ST,JERSEY CITY - JFK BLVD at POPLAR ST,20833
2,2,Inbound,JERSEY CITY,JFK BLVD,LEONARD ST,JERSEY CITY - JFK BLVD at LEONARD ST,20834
2,2,Outbound,JERSEY CITY,JFK BLVD,POPLAR ST,JERSEY CITY - JFK BLVD at POPLAR ST,20836
2,2,Outbound,JERSEY CITY,JFK BLVD,NORTH ST,JERSEY CITY - JFK BLVD at NORTH ST,20837
2,2,Outbound,JERSEY CITY,JFK BLVD,CONGRESS ST,JERSEY CITY - JFK BLVD at CONGRESS ST,20838
2,2,Outbound,JERSEY CITY,JFK BLVD,BLEEKER ST,JERSEY CITY - JFK BLVD at BLEEKER ST,20839
2,2,Outbound,JERSEY CITY,JFK BLVD,THORNE ST,JERSEY CITY - JFK BLVD at THORNE ST,20840
2,2,Outbound,JERSEY CITY,JFK BLVD,LINCOLN ST,JERSEY CITY - JFK BLVD at LINCOLN ST,20841
2,2,Outbound,JERSEY CITY,JFK BLVD,HUTTON ST,JERSEY CITY - JFK BLVD at HUTTON ST,20843
2,2,Outbound,JERSEY CITY,JFK BLVD,MANHATTAN AVE,JERSEY CITY - JFK BLVD at MANHATTAN AVE,20844
2,2,Outbound,JERSEY CITY,JFK BLVD,CLIFF ST,JERSEY CITY - JFK BLVD at CLIFF ST,20846
2,2,Outbound,JERSEY CITY,JFK BLVD,SPRUCE ST,JERSEY CITY - JFK BLVD at SPRUCE ST,20847
2,2,Outbound,JERSEY CITY,JFK BLVD,SAINT PAULS AVE,JERSEY CITY - JFK BLVD at SAINT PAULS AVE,20848
2,2,Outbound,JERSEY CITY,JFK BLVD,VAN WINKLE AVE,JERSEY CITY - JFK BLVD at VAN WINKLE AVE,20849
2,2,Outbound,JERSEY CITY,JFK BLVD,COTTAGE ST,JERSEY CITY - JFK BLVD at COTTAGE ST,20851
2,2,Inbound,JERSEY CITY,MANHATTAN AVE,JFK BLVD,JERSEY CITY - MANHATTAN AVE at JFK BLVD,20887
2,2,Outbound,JERSEY CITY,U.S. POSTAL FACILITY,BULK DOOR,JERSEY CITY - U.S. POSTAL FACILITY at BULK DOOR,21230
2,2,Inbound,JERSEY CITY,U.S. POSTAL FACILITY,BULK DOOR,JERSEY CITY - U.S. POSTAL FACILITY at BULK DOOR,21230
2,2,Inbound,NORTH BERGEN TWP,SECAUCUS RD,16TH ST,NORTH BERGEN TWP - SECAUCUS RD at 16TH ST,21441
2,2,Inbound,NORTH BERGEN TWP,SECAUCUS RD,16TH ST. (1310' E ),NORTH BERGEN TWP - SECAUCUS RD at 16TH ST. (1310' E ),21443
2,2,Outbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (225' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (225' W ),21520
2,2,Inbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (225' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (225' W ),21520
2,2,Outbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (225' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (225' W ),21520
2,2,Outbound,SECAUCUS,AMERICAN WAY,HARTZ WAY,SECAUCUS - AMERICAN WAY at HARTZ WAY,21521
2,2,Inbound,SECAUCUS,AMERICAN WAY,HARTZ WAY,SECAUCUS - AMERICAN WAY at HARTZ WAY,21521
2,2,Inbound,SECAUCUS,AMERICAN WAY,HARTZ WAY,SECAUCUS - AMERICAN WAY at HARTZ WAY,21521
2,2,Outbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (674' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (674' W ),21522
2,2,Inbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (674' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (674' W ),21522
2,2,Inbound,SECAUCUS,AMERICAN WAY,HARTZ WAY (674' W ),SECAUCUS - AMERICAN WAY at HARTZ WAY (674' W ),21522
2,2,Inbound,SECAUCUS,COUNTY AVE,METRO WAY (190' S ),SECAUCUS - COUNTY AVE at METRO WAY (190' S ),21533
2,2,Inbound,SECAUCUS,COUNTY AVE,LOUIS ST,SECAUCUS - COUNTY AVE at LOUIS ST,21534
2,2,Inbound,SECAUCUS,COUNTY AVE,JEFFERSON AVE,SECAUCUS - COUNTY AVE at JEFFERSON AVE,21535
2,2,Inbound,SECAUCUS,COUNTY AVE,UPS DRIVE,SECAUCUS - COUNTY AVE at UPS DRIVE,21537
2,2,Inbound,SECAUCUS,COUNTY AVE,DORIGO LN (493' S ),SECAUCUS - COUNTY AVE at DORIGO LN (493' S ),21538
2,2,Inbound,SECAUCUS,COUNTY AVE,DORIGO LN,SECAUCUS - COUNTY AVE at DORIGO LN,21539
2,2,Inbound,SECAUCUS,COUNTY AVE,CENTER AVE,SECAUCUS - COUNTY AVE at CENTER AVE,21540
2,2,Outbound,SECAUCUS,COUNTY AVE,CENTER AVE,SECAUCUS - COUNTY AVE at CENTER AVE,21541
2,2,Outbound,SECAUCUS,COUNTY AVE,DORIGO LN,SECAUCUS - COUNTY AVE at DORIGO LN,21542
2,2,Outbound,SECAUCUS,COUNTY AVE,DORIGO LN (493' S ),SECAUCUS - COUNTY AVE at DORIGO LN (493' S ),21543
2,2,Outbound,SECAUCUS,COUNTY AVE,UPS DRIVE (856' N ),SECAUCUS - COUNTY AVE at UPS DRIVE (856' N ),21544
2,2,Outbound,SECAUCUS,COUNTY AVE,UPS DRIVE,SECAUCUS - COUNTY AVE at UPS DRIVE,21545
2,2,Outbound,SECAUCUS,COUNTY AVE,JEFFERSON AVE,SECAUCUS - COUNTY AVE at JEFFERSON AVE,21547
2,2,Outbound,SECAUCUS,COUNTY AVE,CHARLES ST,SECAUCUS - COUNTY AVE at CHARLES ST,21548
2,2,Outbound,SECAUCUS,COUNTY AVE,HELEN ST,SECAUCUS - COUNTY AVE at HELEN ST,21549
2,2,Outbound,SECAUCUS,COUNTY AVE,METRO WAY (190' S ),SECAUCUS - COUNTY AVE at METRO WAY (190' S ),21550
2,2,Outbound,SECAUCUS,FRONT ST,NINTH ST,SECAUCUS - FRONT ST at NINTH ST,21565
2,2,Outbound,SECAUCUS,FRONT ST,HUDSON AVE,SECAUCUS - FRONT ST at HUDSON AVE,21566
2,2,Outbound,SECAUCUS,FRONT ST,FIFTH ST,SECAUCUS - FRONT ST at FIFTH ST,21567
2,2,Outbound,SECAUCUS,FRONT ST,THIRD ST,SECAUCUS - FRONT ST at THIRD ST,21568
2,2,Outbound,SECAUCUS,FRONT ST,FIRST ST,SECAUCUS - FRONT ST at FIRST ST,21569
2,2,Outbound,SECAUCUS,FRONT ST,GOLDEN AVE,SECAUCUS - FRONT ST at GOLDEN AVE,21570
2,2,Inbound,SECAUCUS,FRONT ST,MINNIE PL,SECAUCUS - FRONT ST at MINNIE PL,21571
2,2,Inbound,SECAUCUS,FRONT ST,FIRST ST,SECAUCUS - FRONT ST at FIRST ST,21572
2,2,Inbound,SECAUCUS,FRONT ST,THIRD ST,SECAUCUS - FRONT ST at THIRD ST,21573
2,2,Inbound,SECAUCUS,FRONT ST,FIFTH ST,SECAUCUS - FRONT ST at FIFTH ST,21574
2,2,Inbound,SECAUCUS,FRONT ST,HUDSON AVE,SECAUCUS - FRONT ST at HUDSON AVE,21575
2,2,Inbound,SECAUCUS,FRONT ST,NINTH ST,SECAUCUS - FRONT ST at NINTH ST,21576
2,2,Inbound,SECAUCUS,HARTZ WAY,AMERICAN WAY (343' S ),SECAUCUS - HARTZ WAY at AMERICAN WAY (343' S ),21577
2,2,Outbound,SECAUCUS,MEADOWLANDS PKWY,AMERICAN WAY (373' N ),SECAUCUS - MEADOWLANDS PKWY at AMERICAN WAY (373' N ),21582
2,2,Outbound,SECAUCUS,MEADOWLANDS PKWY,TENTH ST. (265' S ),SECAUCUS - MEADOWLANDS PKWY at TENTH ST. (265' S ),21584
2,2,Inbound,SECAUCUS,MEADOWLANDS PKWY,HARMON PLAZA (OUTLETS),SECAUCUS - MEADOWLANDS PKWY at HARMON PLAZA (OUTLETS),21588
2,2,Inbound,SECAUCUS,MEADOWLANDS PKWY,COVE CT. (425' N ),SECAUCUS - MEADOWLANDS PKWY at COVE CT. (425' N ),21589
2,2,Outbound,SECAUCUS,PATERSON PLANK RD,POST PL,SECAUCUS - PATERSON PLANK RD at POST PL,21610
2,2,Inbound,SECAUCUS,SEAVIEW DR,VENTURE WAY,SECAUCUS - SEAVIEW DR at VENTURE WAY,21634
2,2,Inbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (250' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (250' E ),21635
2,2,Inbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (728' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (728' E ),21636
2,2,Inbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (1256' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (1256' E ),21637
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (1256' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (1256' E ),21638
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (1256' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (1256' E ),21638
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (728' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (728' E ),21639
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (728' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (728' E ),21639
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (250' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (250' E ),21640
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY (250' E ),SECAUCUS - SEAVIEW DR at VENTURE WAY (250' E ),21640
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY,SECAUCUS - SEAVIEW DR at VENTURE WAY,21641
2,2,Outbound,SECAUCUS,SEAVIEW DR,VENTURE WAY,SECAUCUS - SEAVIEW DR at VENTURE WAY,21641
2,2,Outbound,SECAUCUS,SEAVIEW DR,MEADOWLANDS PK (493' E ),SECAUCUS - SEAVIEW DR at MEADOWLANDS PK (493' E ),21642
2,2,Outbound,SECAUCUS,SEAVIEW DR,MEADOWLANDS PK (493' E ),SECAUCUS - SEAVIEW DR at MEADOWLANDS PK (493' E ),21642
2,2,Inbound,SECAUCUS,SECAUCUS RD,HARTZ WAY,SECAUCUS - SECAUCUS RD at HARTZ WAY,21644
2,2,Inbound,SECAUCUS,SECAUCUS RD,ENTERPRISE AVE NORTH,SECAUCUS - SECAUCUS RD at ENTERPRISE AVE NORTH,21646
2,2,Outbound,SECAUCUS,SECAUCUS RD,ENTERPRISE AVE SOUTH (163' E ),SECAUCUS - SECAUCUS RD at ENTERPRISE AVE SOUTH (163' E ),21647
2,2,Outbound,SECAUCUS,SECAUCUS RD,SINVALCO RD,SECAUCUS - SECAUCUS RD at SINVALCO RD,21648
2,2,Inbound,SECAUCUS,SECAUCUS RD,SINVALCO RD,SECAUCUS - SECAUCUS RD at SINVALCO RD,21651
2,2,Inbound,SECAUCUS,SECAUCUS RD,ENTERPRISE AVE SOUTH (310' E ),SECAUCUS - SECAUCUS RD at ENTERPRISE AVE SOUTH (310' E ),21653
2,2,Outbound,SECAUCUS,SECAUCUS RD,ENTERPRISE AVE NORTH,SECAUCUS - SECAUCUS RD at ENTERPRISE AVE NORTH,21654
2,2,Outbound,SECAUCUS,SECAUCUS RD,HARTZ WAY,SECAUCUS - SECAUCUS RD at HARTZ WAY,21655
2,2,Inbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD,SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD,21661
2,2,Outbound,SECAUCUS,MEADOWLANDS PKWY,AMERICAN WAY,SECAUCUS - MEADOWLANDS PKWY at AMERICAN WAY,21671
2,2,Outbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD,SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD,21674
2,2,Outbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD,SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD,21674
2,2,Inbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD (1612' W ),SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD (1612' W ),30187
2,2,Outbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD (1980' W ),SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD (1980' W ),30188
2,2,Outbound,SECAUCUS,SEAVIEW DR. EXTENSION,NEW COUNTY RD (1980' W ),SECAUCUS - SEAVIEW DR. EXTENSION at NEW COUNTY RD (1980' W ),30188
2,2,Inbound,JERSEY CITY,COUNTY RD,TONNELLE AVE (688' N ),JERSEY CITY - COUNTY RD at TONNELLE AVE (688' N ),30972
2,2,Outbound,JERSEY CITY,COUNTY RD,TONNELLE AVE (622' N ),JERSEY CITY - COUNTY RD at TONNELLE AVE (622' N ),30973
2,2,Outbound,JERSEY CITY,COUNTY RD,TONNELLE AVE (622' N ),JERSEY CITY - COUNTY RD at TONNELLE AVE (622' N ),30973
2,2,Outbound,JERSEY CITY,MANHATTAN AVE,LIBERTY AVE,JERSEY CITY - MANHATTAN AVE at LIBERTY AVE,31668
2,2,Outbound,JERSEY CITY,SECAUCUS RD,16TH ST (1223' E ),JERSEY CITY - SECAUCUS RD at 16TH ST (1223' E ),32306
2,2,Outbound,JERSEY CITY,SECAUCUS RD,PENHORN AVE. (1800' S ),JERSEY CITY - SECAUCUS RD at PENHORN AVE. (1800' S ),21227
2,2,Outbound,JERSEY CITY,COUNTY RD,COUNTY AVE. (1400' E ),JERSEY CITY - COUNTY RD at COUNTY AVE. (1400' E ),21228
2,2,Outbound,JERSEY CITY,COUNTY RD,COUNTY AVE. (1400' E ),JERSEY CITY - COUNTY RD at COUNTY AVE. (1400' E ),21228
2,2,Inbound,JERSEY CITY,JFK BLVD,CARLTON AVE,JERSEY CITY - JFK BLVD at CARLTON AVE,20825
2,2,Inbound,JERSEY CITY,JFK BLVD,CARLTON AVE,JERSEY CITY - JFK BLVD at CARLTON AVE,20825
2,2,Outbound,JERSEY CITY,JFK BLVD,CARLTON AVE,JERSEY CITY - JFK BLVD at CARLTON AVE,20845
2,2,Outbound,JERSEY CITY,JFK BLVD,CARLTON AVE,JERSEY CITY - JFK BLVD at CARLTON AVE,20845
2,2,Outbound,JERSEY CITY,JOURNAL SQUARE,TRANS. CTR. PLATFORM C (B AFTER 11 PM),JERSEY CITY - JOURNAL SQUARE at TRANS. CTR. PLATFORM C (B AFTER 11 PM),20883
2,2,Inbound,JERSEY CITY,JOURNAL SQUARE,TRANS. CTR. PLATFORM C (B AFTER 11 PM),JERSEY CITY - JOURNAL SQUARE at TRANS. CTR. PLATFORM C (B AFTER 11 PM),20883
2,2,Outbound,JERSEY CITY,U.S. POSTAL FACILITY,INTERNATIONAL DOOR,JERSEY CITY - U.S. POSTAL FACILITY at INTERNATIONAL DOOR,21229
2,2,Inbound,JERSEY CITY,U.S. POSTAL FACILITY,INTERNATIONAL DOOR,JERSEY CITY - U.S. POSTAL FACILITY at INTERNATIONAL DOOR,21229
2,2,Inbound,SECAUCUS,COUNTY AVE,NEW COUNTY RD. (260' N ),SECAUCUS - COUNTY AVE at NEW COUNTY RD. (260' N ),21532
2,2,Inbound,SECAUCUS,COUNTY AVE,NEW COUNTY RD. (260' N ),SECAUCUS - COUNTY AVE at NEW COUNTY RD. (260' N ),21532
2,2,Inbound,SECAUCUS,COUNTY AVE,SECAUCUS RD,SECAUCUS - COUNTY AVE at SECAUCUS RD,21536
2,2,Outbound,SECAUCUS,COUNTY AVE,SECAUCUS RD,SECAUCUS - COUNTY AVE at SECAUCUS RD,21546
2,2,Outbound,SECAUCUS,COUNTY AVE,NEW COUNTY RD. (508' N ),SECAUCUS - COUNTY AVE at NEW COUNTY RD. (508' N ),21551
2,2,Inbound,SECAUCUS,ENTERPRISE AVE NORTH,SECAUCUS RD (BLDG 70) (206' N ),SECAUCUS - ENTERPRISE AVE NORTH at SECAUCUS RD (BLDG 70) (206' N ),21552
2,2,Inbound,SECAUCUS,ENTERPRISE AVE NORTH,SECAUCUS RD (BLDG 70) (206' N ),SECAUCUS - ENTERPRISE AVE NORTH at SECAUCUS RD (BLDG 70) (206' N ),21552
2,2,Inbound,SECAUCUS,ENTERPRISE AVE NORTH,AMERICAN WAY (BLDG 60) (175' S ),SECAUCUS - ENTERPRISE AVE NORTH at AMERICAN WAY (BLDG 60) (175' S ),21553
2,2,Inbound,SECAUCUS,ENTERPRISE AVE NORTH,AMERICAN WAY (BLDG 60) (175' S ),SECAUCUS - ENTERPRISE AVE NORTH at AMERICAN WAY (BLDG 60) (175' S ),21553
2,2,Outbound,SECAUCUS,ENTERPRISE AVE NORTH,AMERICAN WAY (BLDG 35) (253' S ),SECAUCUS - ENTERPRISE AVE NORTH at AMERICAN WAY (BLDG 35) (253' S ),21558
2,2,Outbound,SECAUCUS,ENTERPRISE AVE NORTH,AMERICAN WAY (BLDG 35) (253' S ),SECAUCUS - ENTERPRISE AVE NORTH at AMERICAN WAY (BLDG 35) (253' S ),21558
2,2,Outbound,SECAUCUS,ENTERPRISE AVE NORTH,SECAUCUS RD (BLDG 45) (211' N ),SECAUCUS - ENTERPRISE AVE NORTH at SECAUCUS RD (BLDG 45) (211' N ),21560
2,2,Outbound,SECAUCUS,ENTERPRISE AVE NORTH,SECAUCUS RD (BLDG 45) (211' N ),SECAUCUS - ENTERPRISE AVE NORTH at SECAUCUS RD (BLDG 45) (211' N ),21560
2,2,Outbound,SECAUCUS,MEADOWLANDS PKWY,COVE CT. (BG 5),SECAUCUS - MEADOWLANDS PKWY at COVE CT. (BG 5),21583
2,2,Inbound,SECAUCUS,MEADOWLANDS PKWY,COVE CT,SECAUCUS - MEADOWLANDS PKWY at COVE CT,21590
2,2,Outbound,SECAUCUS,PATERSON PLANK RD,COUNTY AVE,SECAUCUS - PATERSON PLANK RD at COUNTY AVE,21611
2,2,Inbound,SECAUCUS,PATERSON PLANK RD,ROOSEVELT AVE,SECAUCUS - PATERSON PLANK RD at ROOSEVELT AVE,21616
2,2,Inbound,SECAUCUS,SEAVIEW DR,MEADOWLANDS PK (297' E ),SECAUCUS - SEAVIEW DR at MEADOWLANDS PK (297' E ),21633
2,2,Outbound,SECAUCUS,SEAVIEW DR,MEADOWLANDS PKWY,SECAUCUS - SEAVIEW DR at MEADOWLANDS PKWY,21643
2,2,Outbound,SECAUCUS,SEAVIEW DR,MEADOWLANDS PKWY,SECAUCUS - SEAVIEW DR at MEADOWLANDS PKWY,21643
2,2,Outbound,SECAUCUS,SECAUCUS RD,COUNTY AVE. (407' W ),SECAUCUS - SECAUCUS RD at COUNTY AVE. (407' W ),21649
2,2,Inbound,SECAUCUS,SECAUCUS RD,COUNTY AVE. (417' W ),SECAUCUS - SECAUCUS RD at COUNTY AVE. (417' W ),21650
2,2,Outbound,SECAUCUS,SECAUCUS JUNCTION BUS PLAZA,PLATFORM 7,SECAUCUS - SECAUCUS JUNCTION BUS PLAZA at PLATFORM 7,32472
2,2,Inbound,SECAUCUS,SECAUCUS JUNCTION BUS PLAZA,PLATFORM 7,SECAUCUS - SECAUCUS JUNCTION BUS PLAZA at PLATFORM 7,32472
2,2,Outbound,SECAUCUS,SECAUCUS JUNCTION BUS PLAZA,PLATFORM 7,SECAUCUS - SECAUCUS JUNCTION BUS PLAZA at PLATFORM 7,32472
5,5,Inbound,EAST ORANGE,9TH AVE,STEUBEN ST,EAST ORANGE - 9TH AVE at STEUBEN ST,17450
5,5,Inbound,EAST ORANGE,9TH AVE,SOUTH 16TH ST,EAST ORANGE - 9TH AVE at SOUTH 16TH ST,17451
5,5,Outbound,EAST ORANGE,9TH AVE,SOUTH 16TH ST,EAST ORANGE - 9TH AVE at SOUTH 16TH ST,17452
5,5,Outbound,EAST ORANGE,STEUBEN ST,9TH AVE,EAST ORANGE - STEUBEN ST at 9TH AVE,17704
5,5,Outbound,EAST ORANGE,SUSSEX AVE,SOUTH 15TH ST,EAST ORANGE - SUSSEX AVE at SOUTH 15TH ST,17707
5,5,Inbound,EAST ORANGE,SUSSEX AVE,SOUTH 15TH ST,EAST ORANGE - SUSSEX AVE at SOUTH 15TH ST,17708
5,5,Outbound,NEWARK,CENTRAL AVE,SOUTH 12TH ST,NEWARK - CENTRAL AVE at SOUTH 12TH ST,18422
5,5,Outbound,NEWARK,CENTRAL AVE,SOUTH 14TH ST,NEWARK - CENTRAL AVE at SOUTH 14TH ST,18423
5,5,Outbound,NEWARK,CENTRAL AVE,SOUTH 14TH ST,NEWARK - CENTRAL AVE at SOUTH 14TH ST,18423
5,5,Inbound,NEWARK,COURT ST,UNIVERSITY AVE,NEWARK - COURT ST at UNIVERSITY AVE,18497
5,5,Outbound,NEWARK,COURT ST,SHIPMAN ST,NEWARK - COURT ST at SHIPMAN ST,18498
5,5,Inbound,NEWARK,D.M.L. KING BLVD,BALDWIN ST,NEWARK - D.M.L. KING BLVD at BALDWIN ST,18501
5,5,Inbound,NEWARK,D.M.L. KING BLVD,COURT ST,NEWARK - D.M.L. KING BLVD at COURT ST,18502
5,5,Outbound,NEWARK,D.M.L. KING BLVD,COURT ST,NEWARK - D.M.L. KING BLVD at COURT ST,18504
5,5,Inbound,NEWARK,IRVINE TURNER BLVD,SPRUCE ST,NEWARK - IRVINE TURNER BLVD at SPRUCE ST,18671
5,5,Inbound,NEWARK,IRVINE TURNER BLVD,WEST KINNEY ST,NEWARK - IRVINE TURNER BLVD at WEST KINNEY ST,18673
5,5,Outbound,NEWARK,IRVINE TURNER BLVD,WEST KINNEY ST,NEWARK - IRVINE TURNER BLVD at WEST KINNEY ST,18677
5,5,Outbound,NEWARK,IRVINE TURNER BLVD,17TH AVE,NEWARK - IRVINE TURNER BLVD at 17TH AVE,18678
5,5,Inbound,NEWARK,MARKET ST,BROAD ST,NEWARK - MARKET ST at BROAD ST,18730
5,5,Outbound,NEWARK,MARKET ST,HALSEY ST,NEWARK - MARKET ST at HALSEY ST,18744
5,5,Inbound,NEWARK,MULBERRY ST,CLINTON ST,NEWARK - MULBERRY ST at CLINTON ST,18784
5,5,Outbound,NEWARK,MULBERRY ST,COMMERCE ST,NEWARK - MULBERRY ST at COMMERCE ST,18785
5,5,Outbound,NEWARK,NORTH 14TH ST,HEDDEN PL. (LAYOVER ONLY),NEWARK - NORTH 14TH ST at HEDDEN PL. (LAYOVER ONLY),18800
5,5,Inbound,NEWARK,NORTH 14TH ST,HEDDEN PL. (LAYOVER ONLY),NEWARK - NORTH 14TH ST at HEDDEN PL. (LAYOVER ONLY),18800
5,5,Outbound,NEWARK,S 10TH ST,BLUM ST,NEWARK - S 10TH ST at BLUM ST,18895
5,5,Outbound,NEWARK,S 10TH ST,15TH AVE,NEWARK - S 10TH ST at 15TH AVE,18897
5,5,Outbound,NEWARK,S 10TH ST,SOUTH ORANGE AVE,NEWARK - S 10TH ST at SOUTH ORANGE AVE,18898
5,5,Outbound,NEWARK,S 10TH ST,13TH AVE,NEWARK - S 10TH ST at 13TH AVE,18899
5,5,Outbound,NEWARK,S 10TH ST,12TH AVE,NEWARK - S 10TH ST at 12TH AVE,18900
5,5,Outbound,NEWARK,S 10TH ST,11TH AVE,NEWARK - S 10TH ST at 11TH AVE,18901
5,5,Inbound,NEWARK,S 10TH ST,13TH AVE,NEWARK - S 10TH ST at 13TH AVE,18904
5,5,Inbound,NEWARK,S 10TH ST,SOUTH ORANGE AVE,NEWARK - S 10TH ST at SOUTH ORANGE AVE,18905
5,5,Inbound,NEWARK,S 10TH ST,15TH AVE,NEWARK - S 10TH ST at 15TH AVE,18906
5,5,Inbound,NEWARK,S 10TH ST,BLUM ST,NEWARK - S 10TH ST at BLUM ST,18908
5,5,Inbound,NEWARK,S 12TH ST,11TH AVE,NEWARK - S 12TH ST at 11TH AVE,18910
5,5,Outbound,NEWARK,SPRINGFIELD AVE,BLUM ST,NEWARK - SPRINGFIELD AVE at BLUM ST,19014
5,5,Outbound,NEWARK,UNIVERSITY AVE,WILLIAM ST,NEWARK - UNIVERSITY AVE at WILLIAM ST,19052
5,5,Outbound,NEWARK,UNIVERSITY AVE,COURT ST,NEWARK - UNIVERSITY AVE at COURT ST,19053
5,5,Inbound,NEWARK,WASHINGTON ST,HILL ST,NEWARK - WASHINGTON ST at HILL ST,19068
5,5,Inbound,NEWARK,WASHINGTON ST,WILLIAM ST,NEWARK - WASHINGTON ST at WILLIAM ST,19069
5,5,Inbound,NEWARK,WASHINGTON ST,BRANFORD PL,NEWARK - WASHINGTON ST at BRANFORD PL,19070
